Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 		CL_exp\\ 
254601		0.569159		0.573403		0.564863		0.5		0.5		0.5		0.861682
254602		0.527914		0.529449		0.526336		0.5		0.5		0.5		0.944173
254603		0.900671		0.897942		0.903492		0.000467341		0.000253484		0.000874695		0.000004
254604		0.717642		0.729681		0.705248		0.5		0.5		0.5		0.564717
254605		0.896195		0.893866		0.898696		0.111018		0.0919544		0.134052		0.013091
254606		0.54416		0.546715		0.5416		0.5		0.5		0.5		0.911680
254607		0.879358		0.891569		0.865697		0.5		0.5		0.5		0.241285
254608		0.886325		0.884873		0.887985		0.00399484		0.00265567		0.0060538		0.000114
254609		0.609353		0.615545		0.603114		0.5		0.5		0.5		0.781293
254611		0.814022		0.825694		0.801582		0.5		0.5		0.5		0.371957
254612		0.918209		0.916343		0.920101		0.125382		0.101758		0.154035		0.011034
254613		0.936114		0.934831		0.937423		0.200244		0.165107		0.240977		0.018094
254615		0.772765		0.788261		0.756386		0.5		0.5		0.5		0.454471
254617		0.923758		0.922224		0.925328		0.244607		0.212269		0.280895		0.033806
254618		0.550273		0.554129		0.546406		0.5		0.5		0.5		0.899454
254619		0.637007		0.647246		0.626601		0.5		0.5		0.5		0.725986
254620		0.553191		0.556266		0.55011		0.5		0.5		0.5		0.893617
254621		0.750942		0.762282		0.739138		0.5		0.5		0.5		0.498116
254622		0.605969		0.611593		0.599634		0.5		0.5		0.5		0.788061
254623		0.891178		0.88876		0.893742		9.23248e-05		4.73162e-05		0.000183967		0.000001
254625		0.91982		0.918086		0.921573		0.0829655		0.0650042		0.105532		0.005283
254627		0.91974		0.9306		0.907338		0.5		0.5		0.5		0.160521
254628		0.752154		0.765465		0.738011		0.5		0.5		0.5		0.495691
254630		0.599935		0.607699		0.592105		0.5		0.5		0.5		0.800130
254631		0.582924		0.586254		0.578104		0.5		0.5		0.5		0.834152
254634		0.837345		0.850562		0.823164		0.5		0.5		0.5		0.325310
254635		0.929027		0.939638		0.916741		0.5		0.5		0.5		0.141947
254637		0.907644		0.905306		0.910077		0.137045		0.113279		0.165512		0.015517
254638		0.626241		0.635193		0.61718		0.5		0.5		0.5		0.747517
254639		0.638365		0.646268		0.630372		0.5		0.5		0.5		0.723270
254641		0.562486		0.567025		0.55793		0.5		0.5		0.5		0.875028
254643		0.914935		0.91275		0.917247		0.298229		0.26274		0.337843		0.057264
254645		0.922632		0.920976		0.924313		0.202688		0.170406		0.240081		0.024130
254646		0.904714		0.916048		0.892002		0.5		0.5		0.5		0.190571
254647		0.557277		0.561807		0.552729		0.5		0.5		0.5		0.885447
254649		0.584004		0.590267		0.577699		0.5		0.5		0.5		0.831991
254650		0.904229		0.901235		0.906618		0.0348082		0.0263416		0.0461433		0.001806
254652		0.622898		0.629706		0.616026		0.5		0.5		0.5		0.754204
254653		0.788765		0.801916		0.774853		0.5		0.5		0.5		0.422470
254654		0.925467		0.923947		0.927024		0.257661		0.223794		0.295515		0.036312
254655		0.711494		0.72074		0.701862		0.5		0.5		0.5		0.577011
254656		0.523888		0.525416		0.522359		0.5		0.5		0.5		0.952223
254657		0.586706		0.591253		0.582915		0.5		0.5		0.5		0.826588
254658		0.650678		0.660795		0.64037		0.5		0.5		0.5		0.698644
254659		0.521026		0.522266		0.519786		0.5		0.5		0.5		0.957948
254660		0.910036		0.908257		0.911934		0.0881448		0.0703499		0.110591		0.007076
