Model: GGM30
# mu; gluino mass; Nevents; Cross-section [pb]; Acceptance; Efficiency; Syst unc; CL obs; CL exp
 200; 400; 66700; 18.83; 0.003376; 0.1861; 10.17; < 0000; < 0000;
 200; 500; 70700; 4.867; 0.007342; 0.09341; 10.4; < 0000; < 0000;
 200; 600; 69150; 1.816; 0.009867; 0.08703; 9.143; < 0000; < 0000;
 200; 700; 64580; 1.013; 0.008244; 0.1086; 9.529; 0.000338; 0.000098;
 200; 800; 61110; 0.767; 0.005097; 0.1407; 11.04; 0.0167; 0.006953;
 200; 900; 60900; 0.6865; 0.00313; 0.2215; 9.912; 0.02973; 0.01324;
 200; 1000; 60080; 0.6571; 0.002425; 0.2838; 10.29; 0.0359; 0.0164;
 200; 1100; 30000; 0.6466; 0.0008468; 0.2383; 10.97; 0.06098; 0.03004;
 200; 1200; 30010; 0.6428; 0.000758; 0.3206; 9.494; 0.02636; 0.01154;
 300; 400; 66060; 18.3; 0.002266; 0.2498; 9.826; < 0000; < 0000;
 300; 500; 68660; 4.344; 0.003579; 0.1643; 10.21; < 0000; < 0000;
 300; 600; 72520; 1.293; 0.007628; 0.07852; 10.79; 0.001607; 0.000526;
 300; 700; 73650; 0.4899; 0.0112; 0.07645; 10.31; 0.05947; 0.02916;
 300; 800; 70130; 0.2441; 0.01071; 0.09387; 10.19; 0.2543; 0.1624;
 300; 900; 66590; 0.1637; 0.007371; 0.1234; 9.654; 0.4748; 0.3558;
 300; 1000; 64870; 0.1354; 0.004956; 0.1851; 9.863; 0.553; 0.4343;
 300; 1100; 32300; 0.1249; 0.001875; 0.07202; 10.88; 0.6911; 0.5861;
 300; 1200; 32310; 0.1208; 0.001781; 0.06613; 9.956; 0.7212; 0.6218;
 390; 400; 66430; 18.22; 0.001971; 0.2767; 9.656; < 0000; < 0000;
 400; 500; 67600; 4.257; 0.002558; 0.2031; 9.515; < 0000; < 0000;
 400; 600; 70150; 1.207; 0.004053; 0.1438; 10.35; 0.002756; 0.000948;
 400; 700; 74080; 0.4033; 0.008483; 0.08333; 9.569; 0.1763; 0.1042;
 400; 800; 74650; 0.1575; 0.01281; 0.07093; 9.34; 0.5084; 0.3888;
 400; 900; 72440; 0.07711; 0.01199; 0.0874; 10.05; 0.7117; 0.6105;
 400; 1000; 69520; 0.04876; 0.009692; 0.122; 9.7; 0.7734; 0.7069;
 400; 1100; 34020; 0.0383; 0.00345; 0.0716; 13.21; 0.8626; 0.8408;
 400; 1200; 33690; 0.03425; 0.002479; 0.09583; 8.966; 0.8661; 0.8454;
 490; 500; 67820; 4.237; 0.002318; 0.2432; 9.871; < 0000; < 0000;
 500; 600; 68960; 1.186; 0.0026; 0.2054; 9.189; 0.005295; 0.001938;
 500; 700; 71390; 0.382; 0.004356; 0.118; 11.79; 0.3495; 0.2408;
 500; 800; 74840; 0.1362; 0.009018; 0.07005; 9.748; 0.7026; 0.5997;
 500; 900; 76380; 0.05581; 0.01314; 0.06451; 10.45; 0.8079; 0.7623;
 500; 1000; 73630; 0.02746; 0.01327; 0.08502; 9.81; 0.8623; 0.8403;
 500; 1100; 35370; 0.017; 0.006091; 0.08047; 9.958; 0.9099; 0.9009;
 500; 1200; 34620; 0.01295; 0.003967; 0.08183; 10.63; 0.945; 0.9418;
 590; 600; 68660; 1.179; 0.002712; 0.2321; 9.364; 0.001658; 0.000546;
 600; 700; 69730; 0.3755; 0.002878; 0.1781; 10.48; 0.3524; 0.2433;
 600; 800; 72070; 0.1297; 0.004653; 0.1135; 9.748; 0.7459; 0.6593;
 600; 900; 75420; 0.0493; 0.009314; 0.0679; 10.44; 0.8636; 0.842;
 600; 1000; 76170; 0.02095; 0.01359; 0.06588; 10; 0.9112; 0.9026;
 600; 1100; 37140; 0.01049; 0.01044; 0.06872; 9.069; 0.94; 0.9362;
 600; 1200; 35840; 0.006443; 0.007221; 0.07147; 10.23; 0.9661; 0.9649;
 690; 700; 69270; 0.3734; 0.002637; 0.2407; 10.36; 0.2564; 0.1641;
 700; 800; 70040; 0.1275; 0.003262; 0.1725; 10.19; 0.7374; 0.6438;
 700; 900; 71940; 0.04707; 0.005346; 0.119; 10.05; 0.8658; 0.845;
 700; 1000; 76390; 0.01872; 0.0105; 0.06406; 10.31; 0.939; 0.9351;
 700; 1100; 38270; 0.00826; 0.01387; 0.05656; 9.13; 0.9585; 0.9568;
 700; 1200; 37110; 0.004212; 0.01156; 0.06872; 10.06; 0.9733; 0.9726;
 790; 800; 69370; 0.1267; 0.003002; 0.2215; 10.82; 0.6914; 0.5866;
 800; 900; 71290; 0.04623; 0.003943; 0.1769; 9.374; 0.8558; 0.8315;
 800; 1000; 73170; 0.01788; 0.006359; 0.1058; 11.1; 0.9404; 0.9366;
 800; 1100; 38040; 0.007418; 0.01465; 0.04685; 10.36; 0.971; 0.9702;
 800; 1200; 38140; 0.00337; 0.01442; 0.06559; 10.16; 0.9797; 0.9793;
 890; 900; 68950; 0.04591; 0.003406; 0.2185; 9.184; 0.8471; 0.8194;
 900; 1000; 71530; 0.01754; 0.005256; 0.1903; 9.964; 0.9139; 0.9058;
 900; 1100; 36580; 0.007079; 0.01087; 0.06916; 9.717; 0.9711; 0.9702;
 900; 1200; 37650; 0.003031; 0.01559; 0.063; 9.708; 0.9828; 0.9825;
